Cyclone,Date,Time (UTC),Lat.,Long.,C.I. NO.,Estimated Central Pressure (hPa),Estimated Maximum Sustained Surface speed (kt),Estimated Pressure drop at the Centre,Grade
SAGAR,18.05.2018,1200,11.6,45.5,3,994,45,10,CS
SAGAR,18.05.2018,1500,11.4,45.3,3,994,45,10,CS
SAGAR,18.05.2018,1800,11.3,45.1,3,994,45,10,CS
SAGAR,18.05.2018,2100,11.2,45,3,994,45,10,CS
SAGAR,19.05.2018,0,11.1,44.8,3,994,45,10,CS
SAGAR,19.05.2018,300,10.9,44.4,3,994,45,10,CS
SAGAR,19.05.2018,600,10.8,44.1,3,996,40,8,CS
SAGAR,19.05.2018,900,10.6,43.9,.,998,40,8,CS
SAGAR,19.05.2018,1200,10.4,43.6,.,1000,35,7,CS
SAGAR,19.05.2018,1800,10.2,43.3,.,1001,30,5,DD
SAGAR,20.05.2018,0,10,42.9,.,1003,25,3,D
MEKUNU,21.05.2018,1200,8.5,58.5,1.5,1004,25,3,D
MEKUNU,21.05.2018,1800,8.7,58,1.5,1003,25,4,D
MEKUNU,22.05.2018,0,9,57.5,1.5,1002,25,4,D
MEKUNU,22.05.2018,300,9.2,57.2,2,1001,30,5,DD
MEKUNU,22.05.2018,600,9.5,57,2,1000,30,6,DD
MEKUNU,22.05.2018,1200,10.2,56.8,2.5,998,35,7,CS
MEKUNU,22.05.2018,1500,10.5,56.7,2.5,998,35,7,CS
MEKUNU,22.05.2018,1800,10.7,56.4,2.5,996,40,8,CS
MEKUNU,22.05.2018,2100,10.8,56.2,2.5,996,40,9,CS
MEKUNU,23.05.2018,0,11,56,3,994,45,10,CS
MEKUNU,23.05.2018,300,11.2,55.9,3.5,984,55,15,SCS
MEKUNU,23.05.2018,600,11.4,55.9,3.5,980,60,18,SCS
MEKUNU,23.05.2018,900,11.8,55.9,3.5,978,65,20,VSCS
MEKUNU,23.05.2018,1200,12,55.9,4,978,65,22,VSCS
MEKUNU,23.05.2018,1500,12.3,55.9,4,976,70,24,VSCS
MEKUNU,23.05.2018,1800,12.5,55.8,4,976,70,24,VSCS
MEKUNU,23.05.2018,2100,12.8,55.7,4,976,70,24,VSCS
MEKUNU,24.05.2018,0,13,55.6,4,974,70,24,VSCS
MEKUNU,24.05.2018,300,13.3,55.4,4.5,972,75,28,VSCS
MEKUNU,24.05.2018,600,13.7,55.3,4.5,970,80,32,VSCS
MEKUNU,24.05.2018,900,14,55.2,4.5,970,80,32,VSCS
MEKUNU,24.05.2018,1200,14.3,55.2,4.5,970,80,32,VSCS
MEKUNU,24.05.2018,1500,14.6,55.1,4.5,970,80,32,VSCS
MEKUNU,24.05.2018,1800,14.9,54.9,4.5,970,80,32,VSCS
MEKUNU,24.05.2018,2100,15.1,54.7,4.5,970,80,32,VSCS
MEKUNU,25.05.2018,0,15.2,54.5,4.5,968,85,36,VSCS
MEKUNU,25.05.2018,300,15.4,54.5,4.5,964,90,40,ESCS
MEKUNU,25.05.2018,600,15.8,54.4,5,964,90,40,ESCS
MEKUNU,25.05.2018,900,16.2,54.2,5,962,90,42,ESCS
MEKUNU,25.05.2018,1200,16.4,54.1,5,960,95,45,ESCS
MEKUNU,25.05.2018,1500,16.5,54,5,960,95,45,ESCS
MEKUNU,25.05.2018,1800,16.7,53.9,5,960,95,45,ESCS
MEKUNU,25.05.2018,2100,17.1,53.6,.,964,90,40,ESCS
MEKUNU,26.05.2018,0,17.2,53.5,.,976,75,28,VSCS
MEKUNU,26.05.2018,300,17.4,53.4,.,986,60,18,SCS
MEKUNU,26.05.2018,600,17.8,53.2,.,988,50,12,SCS
MEKUNU,26.05.2018,900,18.1,53.1,.,990,45,10,CS
MEKUNU,26.05.2018,1200,18.3,53,.,992,40,8,CS
MEKUNU,26.05.2018,1500,18.5,52.9,.,994,35,7,CS
MEKUNU,26.05.2018,1800,18.6,52.8,.,996,30,5,DD
MEKUNU,27.05.2018,0,19,52.6,.,1000,25,3,D
LUBAN,06.10.2018,900,11.2,67,1.5,1003,25,3,D
LUBAN,06.10.2018,1200,11.3,66.9,1.5,1002,25,4,D
LUBAN,06.10.2018,1800,11.6,66.5,1.5,1002,25,4,D
LUBAN,07.10.2018,0,11.9,65.8,1.5,1002,25,4,D
LUBAN,07.10.2018,300,12,65.6,1.5,1002,25,4,D
LUBAN,07.10.2018,600,12,65.4,1.5,1002,25,4,D
LUBAN,07.10.2018,900,12,64.8,2,1001,30,5,DD
LUBAN,07.10.2018,1200,12.1,64.3,2,1001,30,5,DD
LUBAN,07.10.2018,1800,12.2,63.5,2,1000,30,6,DD
LUBAN,08.10.2018,0,12.3,62.4,2.5,999,35,7,CS
LUBAN,08.10.2018,300,12.4,62,2.5,998,40,8,CS
LUBAN,08.10.2018,600,12.4,61.8,2.5,997,40,9,CS
LUBAN,08.10.2018,900,12.5,61.5,3,996,45,10,CS
LUBAN,08.10.2018,1200,12.5,61,3,996,45,10,CS
LUBAN,08.10.2018,1500,12.6,60.8,3,996,45,10,CS
LUBAN,08.10.2018,1800,12.7,60.5,3,994,45,12,CS
LUBAN,08.10.2018,2100,12.8,60.2,3,994,45,12,CS
LUBAN,09.10.2018,0,12.9,60.2,3,994,45,12,CS
LUBAN,09.10.2018,300,13,60.1,3,994,45,12,CS
LUBAN,09.10.2018,600,13.1,60.1,3,994,45,12,CS
LUBAN,09.10.2018,900,13.2,60,3.5,992,50,14,SCS
LUBAN,09.10.2018,1200,13.3,59.7,3.5,990,55,16,SCS
LUBAN,09.10.2018,1500,13.4,59.5,3.5,990,55,16,SCS
LUBAN,09.10.2018,1800,13.5,59.3,3.5,990,55,16,SCS
LUBAN,09.10.2018,2100,13.6,59.1,3.5,988,60,18,SCS
LUBAN,10.10.2018,0,14.1,59,4,985,65,21,VSCS
LUBAN,10.10.2018,300,14.1,59,4,984,65,22,VSCS
LUBAN,10.10.2018,600,14.2,58.9,4.5,978,75,28,VSCS
LUBAN,10.10.2018,900,14.4,58.7,4.5,978,75,28,VSCS
LUBAN,10.10.2018,1200,14.4,58.6,4,978,75,28,VSCS
LUBAN,10.10.2018,1500,14.5,58.5,4,978,75,28,VSCS
LUBAN,10.10.2018,1800,14.6,58.4,4,978,75,28,VSCS
LUBAN,10.10.2018,2100,14.6,58.4,4,978,75,28,VSCS
LUBAN,10.11.2018,0,14.7,58.1,4,978,75,28,VSCS
LUBAN,10.11.2018,300,14.5,58,4,980,70,26,VSCS
LUBAN,10.11.2018,600,14.5,57.8,4,980,70,26,VSCS
LUBAN,10.11.2018,900,14.5,57.8,4,980,70,26,VSCS
LUBAN,10.11.2018,1200,14.5,57.7,4,980,70,26,VSCS
LUBAN,10.11.2018,1500,14.5,57.7,4,980,70,26,VSCS
LUBAN,10.11.2018,1800,14.6,57.6,4,980,70,26,VSCS
LUBAN,10.11.2018,2100,14.7,57.6,4,980,65,26,VSCS
LUBAN,10.12.2018,0,14.7,57.6,3.5,984,60,22,VSCS
LUBAN,10.12.2018,300,14.7,57.4,3,987,55,25,SCS
LUBAN,10.12.2018,600,14.7,57.3,3,990,50,16,SCS
LUBAN,10.12.2018,900,14.7,57.2,3,990,50,16,SCS
LUBAN,10.12.2018,1200,14.7,57.1,3,991,50,15,SCS
LUBAN,10.12.2018,1500,14.7,56.9,3,992,50,14,SCS
LUBAN,10.12.2018,1800,14.8,56.6,3,994,45,12,CS
LUBAN,10.12.2018,2100,14.8,56.3,3,994,45,12,CS
LUBAN,13.10.2018,0,14.8,56,3,994,45,12,CS
LUBAN,13.10.2018,300,14.8,55.6,2.5,994,40,12,CS
LUBAN,13.10.2018,600,14.9,55.2,2.5,994,40,12,CS
LUBAN,13.10.2018,900,14.9,54.8,2.5,994,40,12,CS
LUBAN,13.10.2018,1200,14.9,54.4,2.5,994,40,12,CS
LUBAN,13.10.2018,1500,14.9,54,2.5,994,40,12,CS
LUBAN,13.10.2018,1800,15,53.7,2.5,996,40,10,CS
LUBAN,13.10.2018,2100,15.1,53.3,2.5,996,40,10,CS
LUBAN,14.10.2018,0,15.3,52.8,2.5,998,40,8,CS
LUBAN,14.10.2018,300,15.6,52.5,2.5,998,40,8,CS
LUBAN,14.10.2018,600,15.9,52.1,.,999,35,7,CS
LUBAN,14.10.2018,900,15.9,51.7,.,1000,30,6,DD
LUBAN,14.10.2018,1200,15.9,51.2,.,1001,30,5,DD
LUBAN,14.10.2018,1800,16.2,50.7,.,1002,25,4,D
LUBAN,15.10.2018,0,16.2,49,.,1003,25,3,D
VAYU,10.06.2019,0,11.7,71,1.5,998,25,3,D
VAYU,10.06.2019,300,12.5,71,1.5,998,25,3,D
VAYU,10.06.2019,600,12.5,70.9,2,997,30,4,DD
VAYU,10.06.2019,1200,13.3,70.8,2,996,30,5,DD
VAYU,10.06.2019,1800,13.9,70.6,2.5,995,35,6,CS
VAYU,10.06.2019,2100,14.2,70.6,2.5,994,35,7,CS
VAYU,11.06.2019,0,14.7,70.6,2.5,993,40,8,CS
VAYU,11.06.2019,300,15,70.6,2.5,992,40,9,CS
VAYU,11.06.2019,600,15.2,70.6,3,990,45,10,CS
VAYU,11.06.2019,900,15.7,70.6,3,988,45,12,CS
VAYU,11.06.2019,1200,16.1,70.6,3.5,986,55,15,SCS
VAYU,11.06.2019,1500,16.7,70.6,3.5,983,60,18,SCS
VAYU,11.06.2019,1800,17.1,70.6,4,980,65,21,VSCS
VAYU,11.06.2019,2100,17.5,70.6,4,977,70,24,VSCS
VAYU,12.06.2019,0,17.8,70.4,4.5,975,75,26,VSCS
VAYU,12.06.2019,300,18,70.3,4.5,973,75,28,VSCS
VAYU,12.06.2019,600,18.4,70,4.5,971,75,30,VSCS
VAYU,12.06.2019,900,18.8,69.9,4.5,970,80,32,VSCS
VAYU,12.06.2019,1200,19.1,69.9,4.5,970,80,32,VSCS
VAYU,12.06.2019,1500,19.5,69.8,4.5,970,80,32,VSCS
VAYU,12.06.2019,1800,19.7,69.7,4.5,970,80,32,VSCS
VAYU,12.06.2019,2100,20,69.6,4.5,970,80,32,VSCS
VAYU,13.06.2019,0,20.3,69.5,4.5,970,80,32,VSCS
VAYU,13.06.2019,300,20.4,69.4,4.5,970,80,32,VSCS
VAYU,13.06.2019,600,20.5,69.3,4.5,970,80,32,VSCS
VAYU,13.06.2019,900,20.7,69.1,4.5,970,80,32,VSCS
VAYU,13.06.2019,1200,20.9,69,4.5,970,80,32,VSCS
VAYU,13.06.2019,1500,20.9,68.8,4.5,970,80,32,VSCS
VAYU,13.06.2019,1800,20.9,68.8,4.5,970,80,32,VSCS
VAYU,13.06.2019,2100,20.9,68.6,4.5,970,80,32,VSCS
VAYU,14.06.2019,0,21,68.5,4.5,970,80,32,VSCS
VAYU,14.06.2019,300,21,68.3,4.5,973,75,28,VSCS
VAYU,14.06.2019,600,21,68.2,4.5,973,75,28,VSCS
VAYU,14.06.2019,900,20.9,68.1,4.5,973,75,26,VSCS
VAYU,14.06.2019,1200,20.8,68,4,976,70,24,VSCS
VAYU,14.06.2019,1500,20.8,67.9,4,976,70,24,VSCS
VAYU,14.06.2019,1800,20.8,67.8,4,978,65,22,VSCS
VAYU,14.06.2019,2100,20.8,67.5,4,978,65,22,VSCS
VAYU,15.06.2019,0,20.7,67.4,4,978,65,22,VSCS
VAYU,15.06.2019,300,20.7,67.4,4,979,65,21,VSCS
VAYU,15.06.2019,600,20.7,66.9,4,979,65,21,VSCS
VAYU,15.06.2019,900,20.7,66.7,4,980,65,21,VSCS
VAYU,15.06.2019,1200,20.7,66.4,4,980,65,21,VSCS
VAYU,15.06.2019,1500,20.7,66.3,4,980,65,21,VSCS
VAYU,15.06.2019,1800,20.7,66,4,981,65,21,VSCS
VAYU,15.06.2019,2100,20.7,65.9,4,981,65,21,VSCS
VAYU,16.06.2019,0,20.7,65.5,3.5,983,60,18,SCS
VAYU,16.06.2019,300,20.8,65.2,3.5,985,55,16,SCS
VAYU,16.06.2019,600,20.9,65.1,3.5,985,55,16,SCS
VAYU,16.06.2019,900,20.9,65,3.5,986,55,15,SCS
VAYU,16.06.2019,1200,21,65.1,3,988,50,12,SCS
VAYU,16.06.2019,1500,21.2,65.5,3,990,45,10,CS
VAYU,16.06.2019,1800,21.3,66,2.5,992,40,8,CS
VAYU,16.06.2019,2100,21.5,66.4,2.5,993,40,7,CS
VAYU,17.06.2019,0,21.7,66.7,2.5,995,35,6,CS
VAYU,17.06.2019,300,21.8,66.8,2,996,30,5,DD
VAYU,17.06.2019,600,22,67,2,997,30,5,DD
VAYU,17.06.2019,900,22.2,67.4,1.5,998,25,4,D
VAYU,17.06.2019,1200,22.5,67.8,1.5,998,20,3,D
HIKKA,22.09.2019,300,19.8,69.4,1.5,1002,25,3,D
HIKKA,22.09.2019,600,20,69,1.5,1000,25,4,D
HIKKA,22.09.2019,1200,20.4,68.2,2,999,30,5,DD
HIKKA,22.09.2019,1800,20.5,67.2,2,998,30,6,DD
HIKKA,23.09.2019,0,20.5,66.2,2.5,997,35,7,CS
HIKKA,23.09.2019,300,20.4,65.7,2.5,996,40,8,CS
HIKKA,23.09.2019,600,20.3,65,3,994,45,10,CS
HIKKA,23.09.2019,900,20.2,64.2,3.5,988,55,16,SCS
HIKKA,23.09.2019,1200,20.2,63.7,3.5,988,55,16,SCS
HIKKA,23.09.2019,1500,20.2,62.9,3.5,988,55,16,SCS
HIKKA,23.09.2019,1800,20.2,62.3,3.5,986,60,18,SCS
HIKKA,23.09.2019,2100,20.2,61.5,3.5,986,60,18,SCS
HIKKA,24.09.2019,0,20.1,61,4,980,70,24,VSCS
HIKKA,24.09.2019,300,20.1,60.3,4.5,978,75,27,VSCS
HIKKA,24.09.2019,600,20,59.5,4.5,978,75,27,VSCS
HIKKA,24.09.2019,900,19.9,58.9,4.5,978,75,27,VSCS
HIKKA,24.09.2019,1200,19.8,58.3,4.5,978,75,27,VSCS
HIKKA,24.09.2019,1500,19.7,57.6,.,986,60,18,SCS
HIKKA,24.09.2019,1800,19.7,57.1,.,989,55,15,SCS
HIKKA,24.09.2019,2100,19.6,56.6,.,994,45,10,CS
HIKKA,25.09.2019,0,19.6,55.9,.,997,35,7,CS
HIKKA,25.09.2019,300,19.5,55.5,.,999,30,5,DD
HIKKA,25.09.2019,600,19.3,55,.,1002,25,3,D
KYAAR,24.10.2019,300,15.4,70.4,1.5,1000,25,3,D
KYAAR,24.10.2019,600,15.4,70.4,1.5,1000,25,3,D
KYAAR,24.10.2019,1200,15.5,70.8,1.5,998,30,5,DD
KYAAR,24.10.2019,1800,15.7,71.3,2,997,30,6,DD
KYAAR,25.10.2019,0,15.9,71.5,2.5,996,40,8,CS
KYAAR,25.10.2019,300,16,71.6,2.5,996,40,8,CS
KYAAR,25.10.2019,600,16.1,71.8,3,994,45,10,CS
KYAAR,25.10.2019,900,16.2,71.7,3,994,45,10,CS
KYAAR,25.10.2019,1200,16.3,71.7,3,992,50,12,SCS
KYAAR,25.10.2019,1500,16.3,71.7,3.5,991,55,15,SCS
KYAAR,25.10.2019,1800,16.4,71.5,3.5,990,55,16,SCS
KYAAR,25.10.2019,2100,16.5,71.2,3.5,988,60,18,SCS
KYAAR,26.10.2019,0,16.5,70.8,4,984,65,22,VSCS
KYAAR,26.10.2019,300,16.6,70.5,4,984,65,22,VSCS
KYAAR,26.10.2019,600,16.6,70,4.5,978,75,28,VSCS
KYAAR,26.10.2019,900,16.6,69.8,4.5,974,80,32,VSCS
KYAAR,26.10.2019,1200,16.7,69.4,4.5,970,85,36,VSCS
KYAAR,26.10.2019,1500,16.7,69.1,5,966,90,40,ESCS
KYAAR,26.10.2019,1800,16.8,68.9,5.5,950,105,56,ESCS
KYAAR,26.10.2019,2100,16.9,68.5,6,946,110,60,ESCS
KYAAR,27.10.2019,0,17,68.2,6,934,120,72,SuCS
KYAAR,27.10.2019,300,17.1,67.8,6.5,928,125,78,SuCS
KYAAR,27.10.2019,600,17.2,67.3,6.5,928,125,78,SuCS
KYAAR,27.10.2019,900,17.4,67,6.5,922,130,84,SuCS
KYAAR,27.10.2019,1200,17.5,66.7,6.5,922,130,84,SuCS
KYAAR,27.10.2019,1500,17.5,66.5,6.5,922,130,84,SuCS
KYAAR,27.10.2019,1800,17.8,66.3,6.5,922,130,84,SuCS
KYAAR,27.10.2019,2100,18,65.7,6.5,926,125,80,SuCS
KYAAR,28.10.2019,0,18.1,65.4,6.5,928,125,78,SuCS
KYAAR,28.10.2019,300,18.2,65,6.5,928,125,78,SuCS
KYAAR,28.10.2019,600,18.3,64.7,6.5,928,125,78,SuCS
KYAAR,28.10.2019,900,18.4,64.5,6.5,928,125,78,SuCS
KYAAR,28.10.2019,1200,18.5,64.3,6.5,928,125,78,SuCS
KYAAR,28.10.2019,1500,18.7,64.1,6.5,928,125,78,SuCS
KYAAR,28.10.2019,1800,18.8,63.9,6.5,930,125,76,SuCS
KYAAR,28.10.2019,2100,18.9,63.8,6.5,930,125,76,SuCS
KYAAR,29.10.2019,0,19.1,63.5,6,934,120,72,SuCS
KYAAR,29.10.2019,300,19.2,63.4,6,940,115,66,ESCS
KYAAR,29.10.2019,600,19.4,63.2,5.5,946,110,60,ESCS
KYAAR,29.10.2019,900,19.4,63.1,5.5,950,105,56,ESCS
KYAAR,29.10.2019,1200,19.5,63.1,5.5,956,100,50,ESCS
KYAAR,29.10.2019,1500,19.5,62.9,5.5,956,100,50,ESCS
KYAAR,29.10.2019,1800,19.6,62.8,5,960,95,46,ESCS
KYAAR,29.10.2019,2100,19.6,62.6,5,966,90,40,ESCS
KYAAR,30.10.2019,0,19.6,62.3,4.5,970,85,36,VSCS
KYAAR,30.10.2019,300,19.6,62.1,4.5,974,80,32,VSCS
KYAAR,30.10.2019,600,19.4,61.8,4.5,978,75,28,VSCS
KYAAR,30.10.2019,900,19.3,61.7,4,982,70,24,VSCS
KYAAR,30.10.2019,1200,19,61.5,4,984,65,22,VSCS
KYAAR,30.10.2019,1500,18.9,61.2,3.5,988,60,18,SCS
KYAAR,30.10.2019,1800,18.7,61,3.5,990,55,16,SCS
KYAAR,30.10.2019,2100,18.5,60.7,3.5,991,55,15,SCS
KYAAR,31.10.2019,0,18.4,60.5,3,994,50,12,SCS
KYAAR,31.10.2019,300,18,60.2,3,996,45,10,CS
KYAAR,31.10.2019,600,17.7,60.1,2.5,998,40,8,CS
KYAAR,31.10.2019,900,17.5,60,2.5,998,40,8,CS
KYAAR,31.10.2019,1200,17.4,59.9,2.5,999,35,7,CS
KYAAR,31.10.2019,1500,17.2,59.6,2,1001,30,5,DD
KYAAR,31.10.2019,1800,16.8,59.6,2,1001,30,5,DD
KYAAR,31.10.2019,2100,16.7,59.5,2,1001,30,5,DD
KYAAR,01.11.2019,0,16.5,59.3,1.5,1002,25,4,D
KYAAR,01.11.2019,300,16.3,59,1.5,1002,25,4,D
KYAAR,01.11.2019,600,16,58.7,1.5,1002,25,4,D
KYAAR,01.11.2019,900,15.8,58.4,1.5,1002,25,4,D
KYAAR,01.11.2019,1200,15.4,57.5,1.5,1002,25,4,D
KYAAR,01.11.2019,1500,15,57.4,1.5,1002,25,4,D
KYAAR,01.11.2019,1800,14.5,57,1.5,1002,25,4,D
KYAAR,01.11.2019,2100,14,56.4,1.5,1002,25,4,D
KYAAR,02.11.2019,0,13.7,55.8,1.5,1002,25,4,D
KYAAR,02.11.2019,300,13.5,55,1.5,1003,25,3,D
KYAAR,02.11.2019,600,13.1,54.1,1.5,1003,25,3,D
KYAAR,02.11.2019,900,12.5,53.8,1.5,1003,25,3,D
KYAAR,02.11.2019,1200,12.5,53,1.5,1003,20,3,D
KYAAR,02.11.2019,1500,12,52.5,1.5,1003,20,3,D
MAHA,30.10.2019,0,6.5,76.2,1.5,1003,25,3,D
MAHA,30.10.2019,300,8,75,1.5,1003,25,3,D
MAHA,30.10.2019,600,8,75,1.5,1002,25,4,D
MAHA,30.10.2019,900,8.5,74.5,2,1001,30,5,DD
MAHA,30.10.2019,1200,9,74.1,2.5,1000,35,6,CS
MAHA,30.10.2019,1500,9.6,73.8,2.5,998,40,8,CS
MAHA,30.10.2019,1800,10.2,73.3,2.5,998,40,8,CS
MAHA,30.10.2019,2100,10.6,73.1,2.5,998,40,8,CS
MAHA,31.10.2019,0,11,73,3,996,45,10,CS
MAHA,31.10.2019,300,11.5,72.8,3,996,45,10,CS
MAHA,31.10.2019,600,11.9,72.8,3,994,50,12,SCS
MAHA,31.10.2019,900,12.3,72.8,3,994,50,12,SCS
MAHA,31.10.2019,1200,12.8,72.4,3,992,50,14,SCS
MAHA,31.10.2019,1500,13.3,72.2,3.5,990,55,16,SCS
MAHA,31.10.2019,1800,13.7,72.1,3.5,990,55,16,SCS
MAHA,31.10.2019,2100,13.9,72,3.5,990,55,16,SCS
